Year,Player,College,Position,Grade,Height,Arm Length,Weight,Hands,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,Three Cone Drill,20 Yard Shuttle,Wonderlic
2011,Pat Devlin,,QB,0,75,32,225,9.875,4.81,0,33,116,0,4.32,0
2011,Demarcus Dobbs,,DE,0,74,34,281,9.75,4.87,0,31,107,0,4.37,0
2011,Ray Dominguez,,OG,0,76,34,334,9.875,5.45,21,27.5,90,0,4.9,0
2011,Tandon Doss,Indiana,WR,0,74,31.25,201,10.125,4.56,14,33.5,116,6.91,4.22,0
2011,Ras-I Dowling,Virginia,CB,0,73,31,198,9.5,4.4,19,0,0,0,0,0
2011,Shaun Draughn,,RB,0,71,31,213,10,4.73,21,34,118,0,4.2,0
2011,Kenrick Ellis,Hampton,DT,0,77,35.125,346,10.5,5.19,26,0,0,0,0,0
2011,Ricky Elmore,,DE,0,77,31,255,9.75,4.88,26,31.5,106,0,4.32,0
2011,Nathan Enderle,Idaho,QB,0,76,31.25,240,9.875,5.12,0,25.5,102,0,4.46,0
2011,Darren Evans,,RB,0,73,31.75,227,9.75,4.56,26,35,111,0,4.46,0
2011,Nick Fairley,Auburn,DT,0,76,34.75,291,9.75,4.84,0,31,113,0,4.56,0
2011,Mario Fannin,,RB,0,70,30.75,231,9.5,4.37,21,37.5,115,0,4.21,0
2011,Mason Foster,Washington,OLB,0,73,31,245,9.625,4.75,22,31,110,0,4.45,0
2011,Orlando Franklin,Miami (FL),OT,0,78,35,316,11.125,5.11,26,28.5,0,0,0,0
2011,Sione Fua,Stanford,DT,0,74,34,308,10.5,5.28,30,24,101,0,4.54,0
2011,Brandon Fusco,Slippery Rock,OC,0,76,33.75,306,10,5.18,26,28.5,108,0,4.43,0
2011,Blaine Gabbert,Missouri,QB,0,76,33,234,10,4.61,0,33.5,120,0,4.26,42
2011,Charlie Gantt,,TE,0,76,32.625,252,9.5,4.85,27,30.5,112,0,4.4,0
2011,Edmond Gates,Abilene Christian,WR,0,73,30.75,192,9.375,4.31,16,40,131,6.87,4.17,0
2011,Marcus Gilbert,Florida,OT,0,78,33.5,330,9.75,5.41,30,0,0,0,0,0
2011,Marcus Gilchrist,Clemson,CB,0,70,31.375,195,8.5,4.45,26,38.5,119,0,4.12,0
2011,DeJon Gomes,Nebraska,SS,0,73,31.375,208,9.625,4.5,13,31,110,0,0,0
2011,Cameron Graham,,TE,0,75,31.5,244,9.625,5,18,31,105,0,4.51,0
2011,Adam Grant,,OT,0,78,34,325,10.5,5.54,25,26.5,99,0,5,0
2011,John Graves,,DT,0,75,32.125,286,10.125,5.09,29,28.5,114,0,4.49,0
2011,A.J. Green,Georgia,WR,0,76,34.375,211,9.25,4.48,18,34.5,126,6.91,4.21,0
2011,Alex Green,,RB,0,73,32,225,9.125,4.45,20,34,114,0,4.15,0
2011,Virgil Green,Nevada,TE,0,75,33.5,249,9.25,4.54,23,42.5,130,0,4.4,0
2011,John Griffin,,RB,0,71.375,0,205,0,4.57,19,36,121,6.82,4.28,0
2011,Tori Gurley,,WR,0,76,35,216,9.75,4.53,15,33.5,118,7.05,4.25,0
2011,Lawrence Guy,Arizona State,DT,0,76,32.75,305,10.75,4.96,28,29,0,0,4.43,0
2011,Eric Hagg,Nebraska,FS,0,73,32.875,209,10.125,4.62,18,34.5,121,0,4.19,0
2011,Chris Hairston,Clemson,OT,0,78,35.25,326,9.25,5.38,33,29,96,0,4.7,0
2011,Leonard Hankerson,Miami (FL),WR,0,74,32.25,209,10.625,4.4,14,36,117,6.94,4.21,0
2011,Daniel Hardy,Idaho,TE,0,76,31.75,249,10,4.77,18,0,0,0,0,0
2011,Jamie Harper,Clemson,RB,0,71,30.375,233,8.875,4.53,24,36.5,120,0,4.39,0
2011,Brandon Harris,Miami (FL),CB,0,70,30.625,191,8.5,4.46,13,35.5,113,0,4.12,0
2011,Dwayne Harris,East Carolina,WR,0,70,31.125,203,10.125,4.53,10,34,111,6.77,4.21,0
2011,Roy Helu,Nebraska,RB,0,73,31.375,219,10.25,4.4,11,36.5,119,0,4.01,0
2011,Ricky Henry,,OG,0,75,33.625,308,10.25,5.68,20,24,90,0,4.68,0
2011,Mark Herzlich,,OLB,0,76,32.375,244,10,4.91,29,32.5,112,0,4.46,0
2011,Cameron Heyward,Ohio State,DE,0,77,34.25,294,10.125,4.92,0,30,0,0,0,0
2011,Will Hill,,FS,0,73,32,202,9.5,4.64,0,31,123,0,4.19,0
2011,Jermale Hines,Ohio State,FS,0,73,32.25,219,9.75,4.61,19,31,0,0,4.21,0
2011,Kyle Hix,,OT,0,79,34.25,319,10.625,5.44,24,32,104,0,4.78,0
2011,Brandon Hogan,West Virginia,CB,0,70,30.375,192,9.625,4.43,19,0,0,0,0,0
2011,Doug Hogue,,OLB,0,75,32.625,235,9.375,4.62,18,36,121,0,4.57,0
2011,Andre Holmes,,WR,0,76,34,210,8.625,4.51,11,35,130,6.69,4.31,0
2011,Ross Homan,Ohio State,OLB,0,73,30.5,240,9.75,4.66,32,35.5,111,0,4.34,0
2011,Davon House,New Mexico State,CB,0,73,31.875,200,9.5,4.44,14,33.5,109,0,4.12,0
2011,Rob Housler,,TE,0,77,34.5,248,9.75,4.46,22,37,117,0,4.21,0
2011,Justin Houston,Georgia,OLB,0,75,34.5,270,10.875,4.62,30,36.5,125,0,4.37,0
2011,Rodney Hudson,Florida State,OC,0,74,32.5,299,9.375,5.27,27,25.5,95,0,4.96,0
2011,Kevin Hughes,,OT,0,76,34.375,302,9.5,5.31,22,29.5,95,0,4.97,0
2011,Jeremiha Hunter,,OLB,0,73,32,239,9.75,4.77,20,31.5,116,0,0,0
2011,Kendall Hunter,Oklahoma State,RB,0,67,31,199,8.75,4.46,24,35,122,0,4.21,0
2011,Zach Hurd,,OG,0,79,34.25,316,9.625,5.28,0,28,101,0,4.77,0
2011,Maurice Hurt,Florida,OG,0,75,34.125,318,9,5.34,18,0,0,0,0,0
2011,Henry Hynoski,,FB,0,73,31.375,257,9.625,5.06,24,30.5,111,0,0,0
2011,Mark Ingram,Alabama,RB,0,69,30.75,215,9.5,4.62,21,31.5,113,0,4.62,0
2011,Andrew Jackson,Fresno State,OG,0,77,32.5,299,10.25,5.27,25,28,98,0,4.65,0
2011,Jaiquawn Jarrett,Temple,FS,0,73,32.25,198,10,4.62,14,30,113,0,4.14,0
2011,Lestar Jean,,WR,0,75,33,215,9,4.61,14,37.5,113,7.45,4.43,0
2011,Jarvis Jenkins,Clemson,DT,0,76,33.25,310,9.5,5.03,17,26.5,98,0,4.83,0
2011,Jerrel Jernigan,Troy,WR,0,69,32,185,9.25,4.46,11,37.5,117,7.07,4.25,0
2011,Carl Johnson,,OG,0,77,36.5,361,10.25,5.4,25,25.5,96,0,5.03,0
2011,Jeron Johnson,,SS,0,70,31.125,212,9,4.51,23,0,0,0,0,0
2011,Jerrod Johnson,,QB,0,77,34.875,251,9.875,4.75,0,29,119,0,0,0
2011,Ronald Johnson,USC,WR,0,71,30.75,199,9,4.46,16,0,0,0,0,0
2011,Greg Jones,Michigan State,ILB,0,73,32,242,10,4.75,21,31.5,117,0,4.27,0
2011,Julio Jones,Alabama,WR,0,75,33.75,220,9.75,4.34,17,38.5,135,6.66,4.25,0
2011,Taiwan Jones,Eastern Washington,RB,0,72,29.5,194,8.75,4.53,13,0,0,0,0,0
2011,Cameron Jordan,California,DE,0,76,35,287,11.125,4.74,25,31,117,0,4.37,0
2011,Colin Kaepernick,Nevada,QB,0,77,33.5,233,9.125,4.53,0,32.5,115,6.85,4.18,0
2011,Jason Kelce,Cincinnati,OC,0,75,32.5,280,9.5,4.89,0,30.5,110,0,4.14,0
2011,Lance Kendricks,Wisconsin,TE,0,75,32,243,9.625,4.65,25,34.5,122,0,4.15,0
2011,Shiloh Keo,Idaho,SS,0,71,30,219,9.5,4.74,24,32.5,110,0,3.9,0
2011,Jeremy Kerley,TCU,WR,0,70,30,189,9,4.56,16,34.5,120,6.7,3.99,0
2011,Ryan Kerrigan,Purdue,DE,0,76,33.375,267,9.5,4.67,31,33.5,122,0,4.39,0
2011,Daniel Kilgore,Appalachian State,OG,0,75,32.5,308,10,5.28,23,32.5,105,0,4.68,0
2011,Jarriel King,,OT,0,77,36.375,317,10.75,5.03,23,30,114,0,4.77,0
2011,Karl Klug,Iowa,DE,0,75,32.25,275,9.5,4.79,22,0,0,0,0,0
2011,Joe Lefeged,,SS,0,73,31.5,210,9.625,4.42,18,36.5,122,0,4.13,0
2011,Mark LeGree,Appalachian State,FS,0,73,30.25,210,9.25,4.49,21,31,116,0,4.09,0
2011,Orie Lemon,,ILB,0,73,32,242,10.125,4.87,27,30,113,0,4.4,0
2011,Mikel Leshoure,Illinois,RB,0,73,32.625,227,9.5,4.56,21,38,122,0,4.4,0
2011,Lazarius Levingston,LSU,DE,0,76,33,292,10.375,4.93,0,29.5,104,0,4.62,0
2011,Dion Lewis,Pittsburgh,RB,0,67,28.125,193,8.75,4.56,17,34.5,112,0,4.18,0
2011,Alex Linnenkohl,,OC,0,74,31.375,304,9.25,5.36,24,26.5,89,0,4.62,0
2011,Greg Little,North Carolina,WR,0,75,33.25,231,9.125,4.51,27,40.5,129,6.8,4.21,0
2011,Corey Liuget,Illinois,DT,0,74,33.25,298,9.5,4.97,27,27.5,102,0,4.68,0
2011,Greg Lloyd,Connecticut,ILB,0,73,33.5,246,10.125,4.8,22,32,109,0,4.46,0
2011,Derrick Locke,,RB,0,68,28.875,188,9,4.37,16,37.5,118,0,4.15,0
2011,Jake Locker,Washington,QB,0,75,31.625,231,9.625,4.51,0,35,115,0,4.12,20
2011,Ricardo Lockette,,WR,0,74,33.75,211,9.75,4.34,22,35.5,127,7.15,4.19,0
2011,DeMarcus Love,Arkansas,OT,0,76,35.25,315,9.5,5.18,27,26.5,97,0,4.84,0
2011,Scott Lutrus,,OLB,0,74,31.125,241,10,4.68,0,38,121,0,4.09,0
2011,Jeff Maehl,,WR,0,73,31.5,190,9.125,4.56,8,33.5,115,6.42,3.94,0
2011,Ryan Mallett,Arkansas,QB,0,79,34.375,253,10.75,5.24,0,24,0,0,0,26
2011,Owen Marecic,Stanford,FB,0,73,32.625,248,9.125,4.87,22,28.5,102,0,4.56,0
2011,Curtis Marsh,Utah State,CB,0,73,32,197,9,4.42,12,37.5,123,0,4.07,0
2011,Casey Matthews,Oregon,ILB,0,73,31.5,231,8.5,4.78,13,0,0,0,0,0
2011,Cliff Matthews,South Carolina,DE,0,76,34,257,9.75,4.81,17,32,112,0,4.37,0
2011,Byron Maxwell,Clemson,CB,0,73,33.5,202,9.5,4.43,24,33,124,0,0,0
2011,Colin McCarthy,Miami (FL),ILB,0,73,29.5,238,10.25,4.59,23,36.5,119,0,4.2,0
2011,Terrell McClain,South Florida,DT,0,74,32.75,297,10.125,4.98,29,28,104,0,4.56,0
2011,DeAndre McDaniel,,SS,0,73,32.5,217,10.125,4.63,0,35,116,0,0,0
2011,Greg McElroy,Alabama,QB,0,74,30.75,220,9.375,4.84,0,33,107,0,4.45,43
2011,Andrew McGee,,CB,0,71,31.375,195,9.25,4.71,0,34,117,0,0,0
2011,Pernell McPhee,Mississippi State,DE,0,75,34.375,278,9,4.91,20,28.5,107,0,4.59,0
2011,Bruce Miller,UCF,OLB,0,73,30.25,254,9,4.81,35,31,113,0,4.34,0
2011,Von Miller,Texas A&M,OLB,0,75,33.5,246,9.25,4.42,21,37,126,0,4.06,0
2011,Dontay Moch,Nevada,OLB,0,73,33,248,9.25,4.4,21,42,128,0,4.38,0
2011,John Moffitt,Wisconsin,OG,0,76,33,319,9.5,5.51,23,30.5,102,0,4.53,0
2011,Mike Mohamed,California,ILB,0,75,33,239,9.5,4.65,21,32,115,0,4,0
2011,Denarius Moore,Tennessee,WR,0,73,33,194,9.5,4.43,13,36,118,6.78,4.15,0
2011,Rahim Moore,UCLA,FS,0,73,30.25,202,9.625,4.58,11,35,115,0,3.96,0
2011,Adrian Moten,,OLB,0,74,31.375,228,9.5,4.53,18,31,114,0,4.21,0
2011,Jonas Mouton,Michigan,OLB,0,73,31.5,239,9.75,4.84,0,31.5,115,0,4.34,0
2011,O.J. Murdock,,WR,0,71,32,197,9,4.53,15,34.5,116,0,4.37,0
2011,DeMarco Murray,Oklahoma,RB,0,73,32,213,9.25,4.37,21,34.5,130,0,4.18,0
2011,Chris Neild,,DT,0,74,31.875,319,10.75,5.06,30,29,106,0,4.46,0
2011,Drake Nevis,LSU,DT,0,73,31.5,294,9.375,5.06,31,30.5,112,0,4.65,0
2011,Cam Newton,Auburn,QB,0,77,33.75,248,9.875,4.56,0,35,126,6.92,4.18,21
2011,Derek Newton,Arkansas State,OT,0,77,33.125,311,9.375,5,24,25.5,100,0,5,0
2011,Kris ODowd,,OC,0,76,32.5,304,9.5,5.12,31,32.5,105,0,4.59,0
2011,Schuylar Oordt,,TE,0,78,33.75,261,9.875,4.63,18,36,119,0,4.25,0
2011,Cheta Ozougwu,Rice,DE,0,74,31,247,9.375,4.84,26,34.5,119,0,4.31,0
2011,Stephen Paea,Oregon State,DT,0,73,32.875,303,10,4.98,49,0,0,0,0,0
2011,Martin Parker,,DT,0,74,33.75,303,9.75,4.95,22,29,104,0,4.57,0
2011,Johnny Patrick,Louisville,CB,0,71,30,191,8.25,4.59,13,32,110,0,4.16,0
2011,Niles Paul,Nebraska,WR,0,73,31,224,8.875,4.45,24,34.5,117,6.9,4.14,0
2011,Mike Person,,OG,0,77,32.75,299,9.625,5.07,21,28,108,0,4.5,0
2011,Patrick Peterson,LSU,CB,0,72,32,219,9.25,4.31,15,38,0,0,4.07,0
2011,Austin Pettis,Boise State,WR,0,75,31.75,209,9.75,4.56,14,33.5,120,6.68,3.88,0
2011,Zach Pianalto,,TE,0,75,33,256,9.625,4.78,22,32,108,0,4.41,0
2011,Kealoha Pilares,Hawaii,WR,0,70,30.5,199,8.75,4.56,19,0,0,0,0,0
2011,Jason Pinkston,Pittsburgh,OT,0,75,34,317,10.25,5.39,0,26.5,98,0,4.91,0
2011,Christian Ponder,Florida State,QB,0,74,32.125,229,10.25,4.63,0,34,116,0,4.09,35
2011,Josh Portis,,QB,0,75,34.125,211,9.375,4.59,0,40,126,0,4.12,0
2011,Mike Pouncey,Florida,OG,0,77,32.25,303,9.75,5.12,0,25,96,0,4.64,0
2011,Jerrell Powe,Mississippi,DT,0,74,33.25,335,9.625,5.25,27,25,93,0,5.06,0
2011,Bilal Powell,Louisville,RB,0,71,30.875,207,8.75,4.51,18,0,0,0,0,0
2011,Robert Quinn,North Carolina,DE,0,76,34,265,10.125,4.62,22,34,116,7.13,4.4,0
2011,Will Rackley,,OG,0,75,33.25,309,10.375,5.27,29,23.5,0,0,4.94,0
2011,Brooks Reed,Arizona,OLB,0,75,32.25,263,10,4.65,30,30.5,113,0,4.28,0
2011,DAundre Reed,,DE,0,76,33.5,261,10.25,4.84,30,35.5,119,0,4.32,0
2011,Jah Reid,UCF,OT,0,79,34.375,327,10.25,5.32,28,29.5,111,0,4.65,0
2011,Allen Reisner,,TE,0,74,33.25,248,10.5,4.9,14,28,108,0,4.59,0
2011,Stevan Ridley,LSU,RB,0,71,31.875,225,9.25,4.65,18,36,118,0,4.21,0
2011,Aldrick Robinson,Southern Methodist,WR,0,70,29.5,184,8.75,4.35,17,40,126,6.65,4.09,0
2011,Jacquizz Rodgers,Oregon State,RB,0,66,30.5,196,8.875,4.59,0,33,113,0,4.26,0
2011,Justin Rogers,Richmond,CB,0,71,31.375,180,8.25,4.45,14,33,114,0,4.2,0
2011,Brian Rolle,Ohio State,OLB,0,70,31,229,10.375,4.53,28,33,115,0,4.26,0
2011,Evan Royster,Penn State,RB,0,73,30.75,212,9.25,4.65,20,34,113,0,4.18,0
2011,Chris Rucker,,CB,0,73,33,195,9,4.55,10,0,0,0,0,0
2011,Kevin Rutland,,CB,0,73,31.125,190,9,4.58,12,35.5,115,0,4.15,0
2011,Brandon Saine,,RB,0,71,30.625,220,9.25,4.4,22,34.5,113,0,4.25,0
2011,Greg Salas,,WR,0,73,32,210,9.25,4.53,15,37,120,6.65,4.1,0
2011,DeMarco Sampson,San Diego State,WR,0,74,33,204,9.625,4.69,14,0,0,0,0,0
2011,Jock Sanders,,WR,0,66,28.25,181,8.875,4.5,19,34.5,121,6.78,4.13,0
2011,Robert Sands,West Virginia,FS,0,76,33.375,217,9.75,4.53,12,35,124,0,4.06,0
2011,Dane Sanzenbacher,,WR,0,71,30.5,182,8.25,4.56,0,33.5,118,6.46,3.97,0
2011,Tyler Sash,Iowa,SS,0,73,30,211,9.375,4.62,11,33,108,0,4.27,0
2011,Weslye Saunders,,TE,0,77,35.625,270,10.5,4.82,19,33.5,0,0,0,0
2011,Stephen Schilling,,OG,0,76,32.75,308,9.625,5.18,30,25.5,98,0,4.62,0
2011,DaRel Scott,Maryland,RB,0,71,32.5,211,9,4.4,19,34,117,0,4.2,0
2011,DaNorris Searcy,North Carolina,SS,0,71,33.5,223,9.5,4.55,27,33,120,0,4.09,0
2011,Jabaal Sheard,Pittsburgh,DE,0,75,33.5,264,10,4.68,0,31,115,0,0,0
2011,Kelvin Sheppard,LSU,ILB,0,74,31.75,250,9.625,4.64,22,33.5,0,0,0,0
2011,Anthony Sherman,Connecticut,FB,0,70,30,242,9.375,4.74,32,32.5,111,0,4.41,0
2011,Richard Sherman,Stanford,CB,0,75,32,195,9.75,4.54,16,38,125,0,4.33,0
2011,Derek Sherrod,Mississippi State,OT,0,77,35.375,321,11,5.18,23,28,97,0,4.63,0
2011,Cecil Shorts,Mount Union,WR,0,73,31.625,205,9.25,4.5,21,34.5,114,6.5,4.07,0
2011,Sealver Siliga,,DT,0,72,34.5,305,10,5.04,29,29,0,0,4.75,0
2011,David Sims,,SS,0,69,31,200,8.75,4.5,24,37.5,120,0,4.28,0
2011,Buster Skrine,Chattanooga,CB,0,70,30.25,186,8.875,4.37,20,37,122,0,3.9,0
2011,Aldon Smith,Missouri,DE,0,76,35.375,263,9.75,4.74,20,34,118,0,4.5,0
2011,D.J. Smith,Appalachian State,OLB,0,71,32,239,9.75,4.75,20,31,104,0,4.45,0
2011,Jimmy Smith,Colorado,CB,0,74,32.25,211,9.75,4.42,24,36,123,0,4.06,0
2011,Lee Smith,Marshall,TE,0,78,34.375,266,9.75,4.94,25,29,108,0,4.28,0
2011,Torrey Smith,Maryland,WR,0,73,32.5,204,8.5,4.41,19,41,126,6.72,4.13,0
2011,Tyron Smith,USC,OT,0,77,36.375,307,11,5.08,29,0,0,0,0,0
2011,Willie Smith,,OT,0,77,34.5,310,11.25,5.4,0,30.5,106,0,4.83,0
2011,Nate Solder,Colorado,OT,0,80,35.5,319,9.875,4.96,21,32,110,0,4.34,0
2011,Owen Spencer,,WR,0,74,33.375,195,9.5,4.51,6,37.5,125,6.86,4.18,0
2011,Ricky Stanzi,Iowa,QB,0,76,32,223,10,4.87,0,32.5,110,0,4.43,30
2011,Luke Stocker,Tennessee,TE,0,77,33,258,9.75,4.68,27,33,115,0,4.4,0
2011,Quan Sturdivant,North Carolina,ILB,0,73,32.5,241,10,4.63,21,34,0,0,0,0
2011,Jerrard Tarrant,,FS,0,73,30.75,204,9.25,4.57,14,33,116,0,4.21,0
2011,Vai Taua,,RB,0,70,31.125,213,9.25,4.65,20,34.5,112,0,4.18,0
2011,Adrian Taylor,,DT,0,76,33,311,9.875,4.96,34,0,0,0,0,0
2011,Phil Taylor,Baylor,DT,0,75,34,334,10.75,5.09,31,29.5,100,0,4.77,0
2011,Tyrod Taylor,Virginia Tech,QB,0,73,32.25,217,10,4.47,0,37.5,126,0,4.09,0
2011,Zane Taylor,,OC,0,75,33,309,10.25,5.52,33,25.5,104,0,4.77,0
2011,Daniel Thomas,Kansas State,RB,0,72,32.375,230,9,4.63,21,0,0,0,0,0
2011,J.T. Thomas,West Virginia,OLB,0,73,30.375,241,9.125,4.65,23,30.5,114,0,4.28,0
2011,Josh Thomas,,CB,0,70,31.625,191,9.125,4.46,13,38.5,126,0,4.15,0
2011,Julius Thomas,Portland State,TE,0,77,33,246,10.25,4.64,16,35.5,111,0,4.31,0
2011,Brandyn Thompson,Boise State,CB,0,69,29.75,189,9,4.5,13,33.5,114,0,4.12,0
2011,Isaiah Thompson,,OG,0,75,33.5,300,9.375,6,23,25,82,0,5.56,0
2011,Cedric Thornton,,DT,0,75,33.625,309,10,5.25,23,27,101,0,4.71,0
2011,Jordan Todman,Connecticut,RB,0,69,32,203,9.375,4.4,25,38,126,0,4.18,0
2011,Terrance Toliver,,WR,0,76,32,212,10,4.52,0,32,122,6.48,4.03,0
2011,Scott Tolzien,,QB,0,74,30.5,212,10,4.92,0,29.5,116,0,4.12,0
2011,Devon Torrence,,CB,0,73,30.375,199,9,4.68,0,33,111,0,4.09,0
2011,Demarcus Van Dyke,Miami (FL),CB,0,73,31.375,176,9,4.25,5,33.5,0,0,4.09,0
2011,Jeff Van Camp,,QB,0,77,32.5,218,10.5,4.83,0,31,114,0,4.16,0
2011,Julian Vandervelde,Iowa,OG,0,74,32.75,301,9.625,5.12,23,31,104,0,4.59,0
2011,Shane Vereen,California,RB,0,70,30.625,210,9,4.49,31,34,115,0,4.28,0
2011,Danny Watkins,Baylor,OG,0,75,34.25,310,10.125,5.36,29,26,92,0,4.62,0
2011,J.J. Watt,Wisconsin,DE,0,77,34,290,11.125,4.81,34,37,120,6.88,4.21,0
2011,Ryan Whalen,Stanford,WR,0,73,30,202,9,4.53,18,38.5,123,6.67,4.09,0
2011,Chris White,Mississippi State,ILB,0,75,30.875,240,9,4.68,17,34,0,0,4.25,0
2011,Johnny White,North Carolina,RB,0,70,30,209,9.125,4.5,0,32.5,117,0,4.31,0
2011,Markus White,Florida State,DE,0,76,33.375,266,10,4.86,14,32.5,117,0,4.51,0
2011,Colby Whitlock,,DT,0,74,30.375,302,9,5.27,25,30.5,105,0,4.75,0
2011,Muhammad Wilkerson,Temple,DT,0,76,35.25,315,10,4.96,27,26,106,0,4.59,0
2011,Aaron Williams,Texas,CB,0,73,31.5,204,9.25,4.55,18,37.5,127,0,4.07,0
2011,D.J. Williams,Arkansas,TE,0,74,31.5,245,10.375,4.59,20,33.5,111,0,4.51,0
2011,Ian Williams,,DT,0,73,32,319,9.5,5.21,31,28.5,98,0,4.78,0
2011,Keith Williams,Nebraska,OG,0,76,32.375,318,10,5.28,23,24.5,93,0,5.03,0
2011,Marshall Williams,,WR,0,73,32,188,9.25,4.56,9,35.5,123,6.61,4.09,0
2011,Nate Williams,,SS,0,73,31.125,211,9,4.68,17,30.5,114,0,4.15,0
2011,Ryan Williams,Virginia Tech,RB,0,69,30.75,212,9,4.59,19,40,123,0,4.18,0
2011,Zach Williams,,OC,0,75,33.25,309,9.5,5.18,28,30,103,0,4.62,0
2011,Lawrence Wilson,Connecticut,OLB,0,73,30.5,229,10,4.71,24,32.5,113,0,4.5,0
2011,Martez Wilson,Illinois,ILB,0,76,34.625,250,9.75,4.42,23,36,124,0,4.28,0
2011,Ryan Winterswyk,,DE,0,76,32.75,268,9.75,4.96,18,30,111,0,4.37,0
2011,Stefen Wisniewski,Penn State,OC,0,75,33,313,10.375,5.29,30,28.5,100,0,4.63,0
2011,K.J. Wright,Mississippi State,OLB,0,75,34.875,246,9,4.75,20,32,120,0,4.46,0
2011,Shareece Wright,USC,CB,0,71,32.25,185,9.5,4.41,16,34.5,113,0,0,0
2011,T.J. Yates,North Carolina,QB,0,75,32.5,219,10.25,5.06,0,29.5,104,0,4.12,0
2011,Jimmy Young,,WR,0,73,31.375,204,9,4.5,19,37,115,7.08,4.18,0
2011,Titus Young,Boise State,WR,0,71,30.875,174,9,4.43,0,35,123,6.85,4.3,0
2011,Lee Ziemba,Auburn,OT,0,78,34,317,9.625,5.5,20,29,95,0,4.65,0
2010,Seyi Ajirotutu,,WR,0,76,32.625,204,9.375,4.6,14,36,115,7.22,4.39,0
2010,Rahim Alem,,DE,0,75,33.25,251,10.25,4.75,0,30.5,106,0,4.8,0
2010,Nate Allen,South Florida,FS,0,73,31,207,9.375,4.5,16,0,0,0,0,0
2010,Tyson Alualu,California,DE,0,75,33,295,10,4.87,21,35.5,116,0,4.43,0
2010,Jon Amaya,,FS,0,73,31.25,203,8.25,4.51,8,28,118,0,0,0
2010,Pat Angerer,,ILB,0,73,30.5,235,9.125,4.71,26,35,110,0,4.29,0
2010,Lucien Antoine,,SS,0,73,32.25,215,9.375,4.62,28,32,120,0,4.47,0
2010,Javier Arenas,Alabama,CB,0,69,30.875,197,9.5,4.6,0,0,112,0,0,0
2010,Alric Arnett,,WR,0,74,32.5,188,9,4.52,0,40,122,7.03,4.43,0
2010,Larry Asante,Nebraska,SS,0,73,31.5,212,9,4.62,14,37.5,118,0,4.17,0
2010,Geno Atkins,Georgia,DT,0,74,32,293,9.625,4.75,34,33,117,0,4.43,0
2010,Kevin Basped,,DE,0,77,34.75,258,9.75,4.75,26,29,104,0,4.88,0
2010,Zane Beadles,Utah,OG,0,77,33.75,310,9.75,5.28,27,0,0,0,0,0
2010,Jason Beauchamp,,ILB,0,75,33.5,244,10,4.89,21,39.5,120,0,0,0
2010,Chris Bell,,WR,0,74,32.25,211,9.125,4.5,15,35,117,6.76,4.35,0
2010,Joique Bell,,RB,0,71,31.5,220,9,4.68,0,36.5,120,0,4.17,0
2010,Arrelious Benn,Illinois,WR,0,73,32.25,219,9.375,4.57,20,37,118,6.78,4.32,0
2010,Eric Berry,Tennessee,FS,0,73,33.25,211,9.625,4.4,19,43,130,0,4.23,0
2010,Jahvid Best,California,RB,0,70,31.75,199,9,4.34,18,32.5,113,0,4.17,24
2010,Ciron Black,,OG,0,77,33,327,10.125,5.53,23,25.5,0,0,5.13,0
2010,LeGarrette Blount,,RB,0,73,33.5,241,10,4.7,18,35,117,0,4.49,16
2010,Kyle Bosworth,,OLB,0,73,32,236,9.25,4.69,25,32.5,117,0,4.11,0
2010,Navorro Bowman,Penn State,OLB,0,73,33,242,9.875,4.7,26,29.5,115,0,4.59,0
2010,Sam Bradford,Oklahoma,QB,0,76,34.375,236,9.5,4.79,0,0,0,0,0,36
2010,Dezmon Briscoe,Kansas,WR,0,74,33.5,207,9.5,4.66,9,33,115,7.1,4.57,0
2010,Dorian Brooks,,OG,0,74,33.75,306,10,5.15,26,23,100,0,4.66,0
2010,Antonio Brown,Central Michigan,WR,0,70,31,186,9,4.56,13,33.5,105,6.98,4.18,0
2010,Charles Brown,USC,OT,0,78,35.25,303,11.375,5.24,21,31.5,0,0,0,0
2010,Chris Brown,,RB,0,71,29,210,9.125,4.55,17,36,115,0,0,0
2010,Cornelius Brown,,CB,0,71,31.5,198,10,4.59,11,31.5,118,0,4.24,0
2010,Jarrett Brown,,QB,0,75,34.875,224,10,4.5,0,34.5,114,0,4.39,0
2010,Levi Brown,Troy,QB,0,76,31.5,229,9.5,4.93,20,31.5,106,0,4.43,0
2010,Dez Bryant,Oklahoma State,WR,0,74,34,225,9.75,4.52,0,38,133,7.21,4.48,0
2010,Bryan Bulaga,Iowa,OT,0,78,33.25,314,9.25,5.2,26,27.5,98,0,4.75,0
2010,Morgan Burnett,Georgia Tech,FS,0,74,31.75,209,9,4.51,16,0,0,0,0,0
2010,Crezdon Butler,Clemson,CB,0,73,32,191,8.75,4.43,17,39.5,121,0,4.23,0
2010,Donald Butler,Washington,ILB,0,73,32.625,245,9.5,4.62,35,0,0,0,0,0
2010,Jeff Byers,,OC,0,76,33.125,301,9.5,5.04,33,0,0,0,0,0
2010,Nate Byham,Pittsburgh,TE,0,76,33.5,268,10,4.97,0,29,109,0,0,0
2010,Kyle Calloway,Iowa,OT,0,79,33.25,323,10.125,5.46,22,23.5,0,0,4.86,0
